ID,Longitude,Latitude
Hsunycteris_thomasi,-58.583,6.483
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-60.767,5.333
Hsunycteris_thomasi,-59.817,5.133
Hsunycteris_thomasi,-59.817,5.133
Hsunycteris_thomasi,-59.817,5.133
Hsunycteris_thomasi,-59.578,5.314
Hsunycteris_thomasi,-61.1,5.8
Hsunycteris_thomasi,-61.1,5.8
Hsunycteris_thomasi,-61.1,5.8
Hsunycteris_thomasi,-57.042,4.478
Hsunycteris_thomasi,-57.042,4.478
Hsunycteris_thomasi,-56.904,4.529
Hsunycteris_thomasi,-59.383,7.517
Hsunycteris_thomasi,-59.578,5.314
Hsunycteris_thomasi,-58.85,4.67
Hsunycteris_thomasi,-60.767,5.333
Hsunycteris_thomasi,-58.683,4.667
Hsunycteris_thomasi,-58.683,4.667
Hsunycteris_thomasi,-58.717,4.733
Hsunycteris_thomasi,-58.717,4.733
Hsunycteris_thomasi,-58.717,4.733
Hsunycteris_thomasi,-58.817,4.33
Hsunycteris_thomasi,-58.817,4.33
Hsunycteris_thomasi,-59.083,4.533
Hsunycteris_thomasi,-58.85,4.367
Hsunycteris_thomasi,-59.017,4.75
Hsunycteris_thomasi,-58.85,4.367
Hsunycteris_thomasi,-58.233,3.506
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.233,3.506
Hsunycteris_thomasi,-58.233,3.506
Hsunycteris_thomasi,-58.233,3.506
Hsunycteris_thomasi,-58.233,3.506
Hsunycteris_thomasi,-58.683,4.683
Hsunycteris_thomasi,-58.817,3.183
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.683,4.667
Hsunycteris_thomasi,-58.517,4.283
Hsunycteris_thomasi,-58.663,5.033
Hsunycteris_thomasi,-58.517,4.283
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.717,4.633
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-58.917,4.383
Hsunycteris_thomasi,-61.1,5.8
Hsunycteris_thomasi,-58.85,4.73
Hsunycteris_thomasi,-58.767,1.367
Hsunycteris_thomasi,-58.717,4.633
Hsunycteris_thomasi,-58.717,4.633
Hsunycteris_thomasi,-58.717,4.633
Hsunycteris_thomasi,-58.717,4.633
Hsunycteris_thomasi,-58.85,4.73
Hsunycteris_thomasi,-59.017,4.75
Hsunycteris_thomasi,-57.367,5.383
Hsunycteris_thomasi,-57.3,5.167
Hsunycteris_thomasi,-57.333,5.333
Hsunycteris_thomasi,-59.05,4.1
Hsunycteris_thomasi,-60.483,7.367
Hsunycteris_thomasi,-59.05,4.1
Hsunycteris_thomasi,-59.05,4.1
Hsunycteris_thomasi,-60.533,7.383
Hsunycteris_thomasi,-60.483,7.367
Hsunycteris_thomasi,-59.05,4.1
Hsunycteris_thomasi,-59.05,4.1
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-58.909,4.25
Hsunycteris_thomasi,-55.2,4.93
Hsunycteris_thomasi,-55.183,4.95
Hsunycteris_thomasi,-57.178,4.661
Hsunycteris_thomasi,-56.994,4.811
Hsunycteris_thomasi,-57.178,4.661
Hsunycteris_thomasi,-56.781,4.853
Hsunycteris_thomasi,-56.906,4.469
Hsunycteris_thomasi,-56.933,4.542
Hsunycteris_thomasi,-56.933,4.542
Hsunycteris_thomasi,-56.781,4.853
Hsunycteris_thomasi,-56.994,4.811
Hsunycteris_thomasi,-56.994,4.811
Hsunycteris_thomasi,-56.781,4.853
Hsunycteris_thomasi,-57.178,4.661
Hsunycteris_thomasi,-56.063,1.944
Hsunycteris_thomasi,-56.789,2.35429
Hsunycteris_thomasi,-56.063,1.944
Hsunycteris_thomasi,-56.063,1.944
Hsunycteris_thomasi,-56.063,1.944
